Time,Live threads
41772.124724,158
41772.124770,158
41772.124816,157
41772.124862,157
41772.124909,157
41772.124955,161
41772.125002,170
41772.125047,169
41772.125094,168
41772.125140,170
41772.125186,169
41772.125233,168
41772.125279,167
41772.125325,169
41772.125373,174
41772.125418,165
41772.125464,164
41772.125510,163
41772.125557,162
41772.125606,233
41772.125649,234
41772.125696,234
41772.125742,232
41772.125788,231
41772.125834,230
41772.125881,229
41772.125927,228
41772.125973,228
41772.126020,228
41772.126066,226
41772.126112,226
41772.126159,227
41772.126205,227
41772.126251,227
41772.126297,174
41772.126344,174
41772.126390,174
41772.126436,174
41772.126483,175
41772.126529,174
41772.126575,145
41772.126621,145
41772.126668,159
41772.126714,159
41772.126760,159
41772.126807,159
41772.126853,159
41772.126899,159
41772.126946,159
41772.126992,159
41772.127038,159
41772.127084,159
41772.127131,160
41772.127177,160
41772.127224,160
41772.127270,160
41772.127316,160
41772.127362,150
41772.127409,152
41772.127455,153
41772.127501,153
41772.127547,153
41772.127594,153
41772.127640,153
41772.127686,153
41772.127733,153
41772.127779,155
41772.127825,154
41772.127872,154
41772.127918,154
41772.127964,154
41772.128011,154
41772.128057,155
41772.128103,154
41772.128149,153
41772.128196,153
41772.128242,153
41772.128288,153
41772.128334,153
41772.128381,154
41772.128428,175
41772.128473,174
41772.128520,173
41772.128566,172
41772.128612,174
41772.128659,173
41772.128705,172
41772.128751,171
41772.128798,173
41772.128844,174
41772.128890,173
41772.128936,172
41772.128983,171
41772.129029,170
41772.129075,169
41772.129132,326
41772.129168,327
41772.129214,326
41772.129260,325
41772.129307,324
41772.129353,323
41772.129399,323
41772.129446,322
41772.129492,322
41772.129538,322
41772.129585,322
41772.129631,322
41772.129677,322
41772.129724,322
41772.129770,322
41772.129816,161
41772.129862,149
41772.129909,149
41772.129955,149
41772.130001,149
41772.130047,149
41772.130094,149
41772.130140,149
41772.130186,149
41772.130233,148
41772.130279,148
41772.130325,148
41772.130371,148
41772.130418,148
41772.130464,148
41772.130511,148
41772.130558,161
41772.130603,162
41772.130649,162
41772.130696,162
41772.130742,162
41772.130789,164
41772.130835,164
41772.130881,164
41772.130927,164
41772.130974,164
41772.131020,164
41772.131066,164
41772.131112,164
41772.131159,164
41772.131205,164
41772.131251,162
41772.131298,162
41772.131344,165
41772.131390,165
41772.131437,165
41772.131483,163
41772.131529,163
41772.131575,163
41772.131621,162
41772.131668,162
41772.131714,162
41772.131761,162
41772.131807,162
41772.131853,162
41772.131900,166
41772.131946,165
41772.131992,166
41772.132039,164
41772.132085,167
41772.132131,166
41772.132177,165
41772.132224,164
41772.132270,163
41772.132316,165
41772.132362,165
41772.132409,166
41772.132455,165
41772.132501,165
41772.132548,164
41772.132594,163
41772.132649,297
41772.132686,298
41772.132733,297
41772.132779,298
41772.132826,297
41772.132871,296
41772.132918,295
41772.132964,295
41772.133011,295
41772.133057,295
41772.133103,295
41772.133149,295
41772.133196,295
41772.133242,295
41772.133288,295
41772.133334,163
41772.133381,163
41772.133427,163
41772.133474,165
41772.133520,165
41772.133566,155
41772.133612,155
41772.133659,154
41772.133705,154
41772.133751,154
41772.133798,154
41772.133844,154
41772.133890,154
41772.133936,154
41772.133983,154
41772.134030,164
41772.134075,164
41772.134122,164
41772.134168,163
41772.134214,163
41772.134261,163
41772.134307,163
41772.134353,163
41772.134399,163
41772.134446,163
41772.134492,163
41772.134538,163
41772.134585,163
41772.134631,163
41772.134678,163
41772.134724,167
41772.134770,168
41772.134816,168
41772.134862,168
41772.134909,168
41772.134955,168
41772.135001,169
41772.135048,169
41772.135094,169
41772.135140,169
41772.135186,169
41772.135233,171
41772.135279,171
41772.135325,170
41772.135372,174
41772.135418,170
41772.135464,169
41772.135511,168
41772.135557,169
41772.135603,169
41772.135649,168
41772.135696,166
41772.135742,166
41772.135789,170
41772.135834,170
41772.135881,171
41772.135927,170
41772.135973,169
41772.136020,168
41772.136066,168
41772.136112,168
41772.136168,332
41772.136206,335
41772.136251,334
41772.136298,332
41772.136344,331
41772.136390,330
41772.136436,329
41772.136483,328
41772.136529,328
41772.136575,328
41772.136621,328
41772.136668,328
41772.136714,328
41772.136761,328
41772.136807,328
41772.136853,161
41772.136900,159
41772.136946,159
41772.136992,159
41772.137038,159
41772.137085,159
41772.137131,159
41772.137178,159
41772.137224,159
41772.137270,161
41772.137316,161
41772.137363,161
41772.137409,161
41772.137455,161
41772.137502,172
41772.137548,172
41772.137594,171
41772.137641,171
41772.137687,171
41772.137733,171
41772.137779,171
41772.137826,171
41772.137872,174
41772.137918,175
41772.137964,171
41772.138011,171
41772.138057,171
41772.138104,171
41772.138150,171
41772.138196,156
41772.138242,156
41772.138289,157
41772.138335,157
41772.138381,157
41772.138428,157
41772.138474,157
41772.138521,163
41772.138566,163
41772.138613,162
41772.138659,162
41772.138706,162
41772.138752,162
41772.138798,162
41772.138844,162
41772.138892,178
41772.138937,177
41772.138983,175
41772.139030,175
41772.139076,178
41772.139122,180
41772.139168,179
41772.139215,178
41772.139261,178
41772.139307,181
41772.139354,180
41772.139400,180
41772.139446,179
41772.139492,178
41772.139539,178
41772.139585,161
41772.139632,177
41772.139683,268
41772.139724,267
41772.139770,267
41772.139816,266
41772.139863,265
41772.139909,264
41772.139956,264
41772.140002,264
41772.140048,264
41772.140094,264
41772.140141,264
41772.140187,264
41772.140233,264
41772.140280,264
41772.140326,264
41772.140372,158
41772.140418,158
41772.140465,159
41772.140511,159
41772.140557,162
41772.140604,162
41772.140650,162
41772.140696,162
41772.140742,162
41772.140789,162
41772.140835,162
41772.140881,162
41772.140928,162
41772.140974,162
41772.141021,162
41772.141066,162
41772.141113,162
41772.141159,161
41772.141206,165
41772.141251,162
41772.141298,162
41772.141344,162
41772.141391,162
41772.141437,162
41772.141483,162
41772.141529,161
41772.141576,162
41772.141622,163
41772.141668,163
41772.141715,163
41772.141761,163
41772.141807,163
41772.141854,163
41772.141900,159
41772.141946,159
41772.141992,159
41772.142039,159
41772.142085,159
41772.142131,159
41772.142178,159
41772.142224,159
41772.142270,159
41772.142317,159
41772.142363,165
41772.142409,164
41772.142456,153
41772.142502,152
41772.142548,155
41772.142594,154
41772.142641,153
41772.142687,152
41772.142733,151
41772.142780,153
41772.142826,153
41772.142872,155
41772.142918,154
41772.142965,153
41772.143011,151
41772.143057,154
41772.143104,154
41772.143150,156
41772.143206,303
41772.143242,303
41772.143289,302
41772.143335,301
41772.143381,300
41772.143428,299
41772.143474,299
41772.143520,299
41772.143566,299
41772.143613,299
41772.143659,299
41772.143705,299
41772.143752,299
41772.143798,299
41772.143844,299
41772.143891,163
41772.143937,156
41772.143983,156
41772.144029,156
41772.144076,156
41772.144122,156
41772.144168,155
41772.144215,155
41772.144261,155
41772.144307,155
41772.144353,155
41772.144400,157
41772.144447,171
41772.144492,170
41772.144539,172
41772.144585,172
41772.144631,172
41772.144678,172
41772.144724,172
41772.144770,172
41772.144816,172
41772.144863,172
41772.144909,173
41772.144956,173
41772.145001,173
41772.145048,173
41772.145094,172
41772.145141,162
41772.145187,162
41772.145233,161
41772.145280,161
41772.145326,161
41772.145372,161
41772.145418,161
41772.145465,161
41772.145511,161
41772.145557,161
41772.145604,161
41772.145650,161
41772.145696,161
41772.145743,161
41772.145789,161
41772.145835,167
41772.145881,166
41772.145928,165
41772.145974,164
41772.146020,165
41772.146066,164
41772.146113,163
41772.146160,165
41772.146205,165
41772.146252,165
41772.146298,163
41772.146344,164
41772.146391,166
41772.146437,165
41772.146483,164
41772.146529,163
41772.146576,162
41772.146622,161
41772.146671,209
41772.146725,387
41772.146761,386
41772.146807,385
41772.146854,384
41772.146900,383
41772.146946,382
41772.146992,382
41772.147039,381
41772.147085,381
41772.147131,381
41772.147178,381
41772.147224,381
41772.147270,381
41772.147316,381
41772.147363,381
41772.147409,178
41772.147456,178
41772.147502,178
41772.147548,178
41772.147594,178
41772.147641,180
41772.147687,180
41772.147733,153
41772.147779,153
41772.147826,153
41772.147872,154
41772.147919,159
41772.147965,159
41772.148011,159
41772.148057,160
41772.148103,158
41772.148150,158
41772.148196,159
41772.148242,161
41772.148289,161
41772.148335,160
41772.148381,160
41772.148428,160
41772.148474,160
41772.148520,160
41772.148566,160
41772.148613,149
41772.148659,150
41772.148705,151
41772.148751,151
41772.148798,151
41772.148844,151
41772.148891,163
41772.148937,161
41772.148983,161
41772.149030,161
41772.149076,161
41772.149122,161
41772.149168,161
41772.149215,161
41772.149261,160
41772.149307,165
41772.149354,163
41772.149400,161
41772.149446,160
41772.149493,163
41772.149539,163
41772.149585,151
41772.149631,150
41772.149678,149
41772.149724,149
41772.149770,151
41772.149816,151
41772.149863,153
41772.149909,152
41772.149956,151
41772.150003,169
41772.150048,169
41772.150094,169
41772.150141,169
41772.150194,311
41772.150235,357
41772.150279,356
41772.150326,355
41772.150372,354
41772.150418,353
41772.150465,352
41772.150511,352
41772.150557,352
41772.150604,352
41772.150650,352
41772.150696,351
41772.150743,353
41772.150789,354
41772.150835,354
41772.150881,350
41772.150927,160
41772.150974,161
41772.151020,157
41772.151066,157
41772.151113,157
41772.151159,157
41772.151205,157
41772.151252,157
41772.151298,157
41772.151344,157
41772.151391,159
41772.151437,157
41772.151483,159
41772.151529,161
41772.151576,161
41772.151622,161
41772.151668,160
41772.151715,160
41772.151761,160
41772.151808,159
41772.151854,160
41772.151900,160
41772.151946,160
41772.151992,160
41772.152039,160
41772.152085,160
41772.152131,160
41772.152178,158
41772.152224,160
41772.152270,160
41772.152316,160
41772.152363,160
41772.152409,160
41772.152455,160
41772.152502,160
41772.152548,159
41772.152594,159
41772.152641,159
41772.152687,159
41772.152733,160
41772.152780,167
41772.152826,166
41772.152872,165
41772.152919,163
41772.152965,162
41772.153011,165
41772.153057,164
41772.153104,163
41772.153150,162
41772.153196,162
41772.153242,162
41772.153289,164
41772.153335,166
41772.153381,166
41772.153428,165
41772.153474,168
41772.153520,168
41772.153566,168
41772.153613,168
41772.153659,168
41772.153715,331
41772.153753,353
41772.153798,352
41772.153844,351
41772.153891,350
41772.153937,349
41772.153983,349
41772.154030,347
41772.154076,348
41772.154122,348
41772.154168,348
41772.154215,348
41772.154261,348
41772.154307,348
41772.154354,348
41772.154400,327
41772.154446,166
41772.154493,166
41772.154539,166
41772.154585,166
41772.154631,166
41772.154678,166
41772.154724,166
41772.154770,166
41772.154817,169
41772.154863,169
41772.154909,169
41772.154955,166
41772.155002,166
41772.155048,166
41772.155094,166
41772.155141,164
41772.155187,164
41772.155233,164
41772.155280,166
41772.155326,166
41772.155372,167
41772.155418,167
41772.155465,167
41772.155511,155
41772.155557,158
41772.155604,158
41772.155650,158
41772.155696,158
41772.155743,158
41772.155789,158
41772.155835,158
41772.155881,158
41772.155928,158
41772.155974,157
41772.156020,157
41772.156067,157
41772.156113,157
41772.156159,156
41772.156206,156
41772.156252,152
41772.156298,151
41772.156344,150
41772.156391,149
41772.156437,148
41772.156483,152
41772.156529,151
41772.156576,150
41772.156622,151
41772.156668,150
41772.156715,149
41772.156761,149
41772.156807,151
41772.156854,153
41772.156900,152
41772.156946,151
41772.156992,150
41772.157039,149
41772.157085,149
41772.157131,151
41772.157178,154
41772.157231,305
41772.157270,305
41772.157317,304
41772.157363,304
41772.157409,303
41772.157455,302
41772.157502,302
41772.157548,302
41772.157594,302
41772.157641,302
41772.157687,302
41772.157733,302
41772.157779,302
41772.157826,302
41772.157872,302
41772.157918,167
41772.157965,167
41772.158011,167
41772.158057,166
41772.158104,166
41772.158150,168
41772.158196,168
41772.158242,161
41772.158289,161
41772.158335,161
41772.158381,161
41772.158428,160
41772.158474,160
41772.158520,160
41772.158567,160
41772.158613,161
41772.158659,161
41772.158706,164
41772.158752,164
41772.158798,164
41772.158844,164
41772.158891,164
41772.158937,164
41772.158983,164
41772.159029,164
41772.159076,164
41772.159122,164
41772.159168,164
41772.159215,164
41772.159261,164
41772.159307,164
41772.159354,166
41772.159400,164
41772.159446,164
41772.159493,164
41772.159539,163
41772.159585,164
41772.159632,163
41772.159678,163
41772.159725,178
41772.159771,177
41772.159817,176
41772.159863,175
41772.159909,174
41772.159956,177
41772.160002,176
41772.160048,175
41772.160094,174
41772.160141,173
41772.160187,173
41772.160233,173
41772.160280,175
41772.160326,176
41772.160372,176
41772.160419,160
41772.160466,166
41772.160511,165
41772.160558,165
41772.160604,164
41772.160650,163
41772.160696,165
41772.160752,339
41772.160789,341
41772.160835,340
41772.160882,339
41772.160928,338
41772.160974,337
41772.161021,337
41772.161067,338
41772.161113,338
41772.161159,338
41772.161206,338
41772.161252,338
41772.161298,338
41772.161344,338
41772.161391,338
41772.161437,179
41772.161483,159
41772.161530,159
41772.161576,159
41772.161622,160
41772.161669,160
41772.161715,160
41772.161761,158
41772.161808,162
41772.161854,162
41772.161900,162
41772.161947,162
41772.161993,162
41772.162039,162
41772.162086,162
41772.162131,162
41772.162178,161
41772.162224,161
41772.162271,161
41772.162317,160
41772.162363,160
41772.162409,160
41772.162456,160
41772.162503,164
41772.162548,164
41772.162594,164
41772.162641,168
41772.162687,168
41772.162733,168
41772.162780,168
41772.162826,168
41772.162872,168
41772.162918,168
41772.162965,168
41772.163011,167
41772.163058,167
41772.163104,167
41772.163150,167
41772.163197,172
41772.163243,176
41772.163289,175
41772.163335,161
41772.163381,160
41772.163428,162
41772.163474,161
41772.163521,160
41772.163567,160
41772.163613,159
41772.163659,159
41772.163706,159
41772.163752,159
41772.163798,164
41772.163844,164
41772.163891,163
41772.163937,161
41772.163983,160
41772.164030,160
41772.164076,160
41772.164122,160
41772.164168,160
41772.164215,160
41772.164275,365
41772.164308,367
41772.164354,367
41772.164400,366
41772.164446,365
41772.164493,364
41772.164539,363
41772.164585,362
41772.164632,362
41772.164678,362
41772.164724,362
41772.164770,362
41772.164817,362
41772.164863,362
41772.164909,362
41772.164956,163
41772.165002,157
41772.165048,156
41772.165094,156
41772.165141,156
41772.165187,156
41772.165233,156
41772.165280,163
41772.165326,163
41772.165372,163
41772.165419,163
41772.165465,163
41772.165511,163
41772.165558,164
41772.165604,163
41772.165650,163
41772.165696,163
41772.165743,163
41772.165789,163
41772.165836,164
41772.165882,170
41772.165928,170
41772.165974,169
41772.166020,169
41772.166067,169
41772.166113,168
41772.166159,168
41772.166206,168
41772.166252,167
41772.166298,167
41772.166345,167
41772.166391,167
41772.166439,168
41772.166484,172
41772.166530,172
41772.166576,172
41772.166622,171
41772.166669,174
41772.166715,173
41772.166761,172
41772.166807,172
41772.166854,173
41772.166900,173
41772.166947,176
41772.166993,175
41772.167039,174
41772.167085,173
41772.167132,173
41772.167178,160
41772.167224,160
41772.167271,165
41772.167317,165
41772.167364,176
41772.167409,175
41772.167456,174
41772.167502,173
41772.167548,171
41772.167595,171
41772.167641,173
41772.167687,173
41772.167733,173
41772.167792,420
41772.167826,422
41772.167872,421
41772.167918,420
41772.167965,418
41772.168011,417
41772.168057,416
41772.168104,416
41772.168150,416
41772.168196,416
41772.168243,416
41772.168289,416
41772.168335,416
41772.168382,419
41772.168428,419
41772.168474,171
41772.168521,171
41772.168567,171
41772.168613,171
41772.168659,171
41772.168706,166
41772.168752,166
41772.168798,166
41772.168844,166
41772.168891,166
41772.168937,167
41772.168983,167
41772.169030,168
41772.169076,166
41772.169122,168
41772.169168,159
41772.169215,159
41772.169261,159
41772.169307,159
41772.169354,159
41772.169400,159
41772.169446,158
41772.169493,158
41772.169539,158
41772.169585,158
41772.169631,158
41772.169678,158
41772.169724,161
41772.169770,161
41772.169817,159
41772.169863,160
41772.169909,160
41772.169956,160
41772.170002,160
41772.170048,160
41772.170094,160
41772.170141,169
41772.170187,168
41772.170233,167
41772.170280,166
41772.170326,166
41772.170373,169
41772.170419,173
41772.170465,172
41772.170511,171
41772.170557,169
41772.170604,168
41772.170650,168
41772.170696,168
41772.170743,168
41772.170789,170
41772.170835,169
41772.170881,168
41772.170928,168
41772.170974,169
41772.171021,168
41772.171067,156
41772.171113,156
41772.171159,155
41772.171206,155
41772.171252,155
41772.171307,309
41772.171345,310
41772.171391,309
41772.171437,308
41772.171483,307
41772.171530,306
41772.171576,306
41772.171622,306
41772.171668,304
41772.171715,304
41772.171761,304
41772.171807,304
41772.171854,304
41772.171900,304
41772.171946,304
41772.171993,160
41772.172039,159
41772.172085,159
41772.172132,159
41772.172178,159
41772.172224,161
41772.172270,161
41772.172317,161
41772.172363,160
41772.172410,160
41772.172456,162
41772.172502,157
41772.172548,157
41772.172594,157
41772.172641,157
41772.172687,157
41772.172733,157
41772.172780,157
41772.172826,157
41772.172872,157
41772.172919,155
41772.172965,155
41772.173011,155
41772.173058,161
41772.173104,161
41772.173150,161
41772.173196,161
41772.173243,161
41772.173289,161
41772.173335,161
41772.173382,161
41772.173428,161
41772.173474,160
41772.173521,161
41772.173567,161
41772.173613,163
41772.173659,163
41772.173706,162
41772.173752,150
41772.173798,150
41772.173845,150
41772.173891,155
41772.173937,155
41772.173983,154
41772.174030,152
41772.174076,151
41772.174122,150
41772.174168,150
41772.174215,150
41772.174262,157
41772.174308,165
41772.174354,166
41772.174400,165
41772.174446,164
41772.174493,163
41772.174539,162
41772.174585,160
41772.174631,160
41772.174678,162
41772.174724,161
41772.174770,161
41772.174829,392
41772.174863,392
41772.174909,391
41772.174956,388
41772.175002,388
41772.175048,387
41772.175095,387
41772.175141,387
41772.175187,387
41772.175233,387
41772.175280,387
41772.175326,387
41772.175372,387
41772.175419,387
41772.175465,387
41772.175511,166
41772.175557,166
41772.175604,166
41772.175650,166
41772.175696,161
41772.175743,161
41772.175789,160
41772.175835,161
41772.175881,161
41772.175928,161
41772.175974,161
41772.176020,161
41772.176067,161
41772.176113,161
41772.176159,161
41772.176206,161
41772.176252,160
41772.176298,161
41772.176344,161
41772.176391,151
41772.176437,151
41772.176483,151
41772.176530,150
41772.176576,150
41772.176622,150
41772.176668,150
41772.176715,150
41772.176761,150
41772.176824,151
41772.176854,151
41772.176900,151
41772.176946,151
41772.176993,151
41772.177039,151
41772.177088,194
41772.177132,199
41772.177178,198
41772.177224,197
41772.177270,196
41772.177317,196
41772.177363,196
41772.177410,201
41772.177456,200
41772.177502,198
41772.177548,197
41772.177595,197
41772.177641,196
41772.177687,196
41772.177733,196
41772.177780,168
41772.177826,166
41772.177872,165
41772.177919,165
41772.177965,164
41772.178011,167
41772.178058,167
41772.178104,167
41772.178150,155
41772.178196,155
41772.178243,155
41772.178289,154
41772.178343,299
41772.178381,299
41772.178428,298
41772.178474,297
41772.178521,296
41772.178567,295
41772.178613,294
41772.178659,294
41772.178706,294
41772.178752,294
41772.178798,294
41772.178844,294
41772.178891,294
41772.178937,294
41772.178983,294
41772.179030,171
41772.179076,171
41772.179123,164
41772.179169,142
41772.179215,142
41772.179261,141
41772.179307,141
41772.179354,136
41772.179400,127
41772.179446,127
41772.179493,127
41772.179539,127
41772.179586,127
41772.179632,127
41772.179678,127
41772.179724,127
41772.179771,128
41772.179817,128
41772.179863,128
41772.179909,128
41772.179956,128
41772.180002,128
41772.180048,128
41772.180094,128
41772.180141,128
41772.180187,128
41772.180234,128
41772.180280,128
41772.180326,128
41772.180372,128
41772.180418,128
41772.180465,126
41772.180511,126
41772.180557,126
41772.180604,126
41772.180650,126
41772.180696,126
41772.180743,126
41772.180789,126
41772.180835,127
41772.180881,127
41772.180928,127
41772.180974,127
41772.181021,127
41772.181067,127
41772.181113,127
